Url;StatusCode
http://megamakler.com.ua/;200
http://ua.trovit.com/;200
http://domik.ua/;200
http://realt.aviso.ua/;200
http://www.hotpro.ua/;200
http://e-realty.com.ua/;200
http://zabudovnyk.com.ua/;-1
http://www.ozimka.com/;200
http://odessarealty.livejournal.com/;200
http://tvdom.an-ua.com/;200
https://plus.google.com/+EstatesaleUa;200
http://www.metry.ua/;200
http://rapido.com.ua/;200
http://aleodessa.com/;-1
http://bizrealty.ua/;200
http://mirkvartir.ua/;200
https://www.facebook.com/realestateinOdessa;200
http://0936711487.aspo.biz/;200
http://ok.ru/estatesale;200
http://vk.com/property_in_odessa;200
https://plus.google.com/communities/108828367142618152371;200
http://zhitlo.in.ua/ ;200
http://twitter.com/angelinaodessa;200
http://mesto.ua/;200
http://address.ua/;200
http://fn.ua/;200
http://etag.com.ua/;200
http://www.fotomakler.com.ua/;200
http://www.youtube.com/c/EstatesaleUa;200
http://od.prostodom.ua/;200
http://www.048.ua/;200
http://kvartorg.com/;200
http://raduzhnyj.estatesaleodessa.com/;200
http://country.ua/;200
https://www.facebook.com/estatesaleodessa;200
http://twitter.com/ES_Odessa;200
http://localmart.ua/;200
http://br.mirkvartir.ua/;200
http://meget.kiev.ua/;200
http://topsell.biz/;200
http://estkvartira.com.ua/;200
http://ebazar.com.ua/;200
http://realt.ua/;200
http://realty.yandex.ua/;200
http://estatesaleodessa.com/;200
http://est.ua/;200
http://kanzas.ua/;200
http://mixtorg.com.ua/;200
http://vk.com/estatesaleodessa;200
http://mirdomov.ua/;200
http://olx.ua/;200
http://www.aviso.ua/;200
http://kinoplay.com.ua;
http://kinofilmi.com.ua;
http://cric.com.ua;
http://relizer.org;
http://uakino.com;
http://www.mediashare.com.ua;
http://obnovi.com;
http://kinopuls.net;
http://likefin.com;
http://my-warez.info;
http://kinogid.com.ua;
http://videoinfo.org.ua;
http://habaza.su;
http://kinospace.com.ua;
http://www.relizer.com.ua;
http://torrentsbum.org;
http://www.kinobizarre.com;
http://kinovdom.com;
http://proc.com.ua;
http://freeday.com.ua;
http://www.mediaworld.com.ua;
http://kinoman.triolan.com.ua;
http://allrip.net;
http://www.boax.ru;
http://directkino.com;
http://alive.org.ua;
http://arribastudio.com;
http://pocket-video.com.ua;
http://dirkino.com.ua;
http://megamir.org.ua;
http://dixata.org;
http://www.gidmovie.ru;
http://sms-kino.net;
http://download-film.org.ua;
http://kinoframes.net;
